OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
1992,,,,,YEL,80000,Saturday,N,Osgoode,Ward 20 - Osgoode,Sector 36,6/17/2018 5:00:00 AM,6/16/2018 5:00:00 AM,2018,"REIDS LANE, LOMBARDY DR",East,5050191.02,Afternoon,George Darouze,1500,1400,374772.8963,5001288.7484
1993,2017,FORD,EXL,CARRY,BLK,,Sunday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,6/17/2018 5:00:00 AM,6/17/2018 5:00:00 AM,2018,"UPCOUNTRY DR, HARTSMERE DR",West,5050151.08,Morning,Glen Gower,1100,1100,351168.2023,5011800.9135
1994,2018,MITS,OUT,VAN,BLU,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/17/2018 5:00:00 AM,6/16/2018 5:00:00 AM,2018,"GILMOUR ST, LYON ST N  ",Central,5050040.00,Evening,Ariel Troster,1300,2300,367455.5121,5030573.5448
1995,2006,PONT,MTA,VAN,GRY,5000,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/17/2018 5:00:00 AM,6/17/2018 5:00:00 AM,2018,"FIELDFAIR WAY, POTTS PRIV",East,5050171.10,,Catherine Kitts,800,,386932.6929,5036216.3602
1996,2016,LEXS,RX5,CARRY,BLK,,Monday,Y,Ottawa South,Ward 17 - Capital,Sector 22,6/18/2018 5:00:00 AM,6/18/2018 5:00:00 AM,2018,"AVENUE RD, GLENVIEW AVE",Central,5050016.00,,Shawn Menard,900,,369382.9078,5029154.551
1997,2011,GMC,SRA,PICKUP,WHI,,Monday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,6/18/2018 5:00:00 AM,6/18/2018 5:00:00 AM,2018,"HIGHWAY 417, HWY 417 RIVERSID IC117R35",East,5050011.01,Morning,Marty Carr,600,600,370971.1159,5031262.7235
1998,2017,LEXS,RX5,CARRY,GRY,,Sunday,Y,Ottawa South,Ward 17 - Capital,Sector 22,6/18/2018 5:00:00 AM,6/17/2018 5:00:00 AM,2018,"AVENUE RD, GLENCAIRN AVE",Central,5050016.00,Evening,Shawn Menard,900,2100,369249.9066,5029075.5511
1999,2013,TOYT,PRI,4DR,WHI,,Saturday,Y,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/18/2018 5:00:00 AM,6/16/2018 5:00:00 AM,2018,"CITY PARK DR, 170M SOUTH OF OGILVIE RD",East,5050122.03,Afternoon,Tim Tierney,1300,1600,374266.91,5032842.071
2000,2018,JAWA,,CARRY,GRY,,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,6/19/2018 5:00:00 AM,6/19/2018 5:00:00 AM,2018,"ST. LAURENT BLVD, MCARTHUR AVE",Central,5050012.00,Morning,Rawlson King,900,900,371921.9093,5032886.5782
2001,2015,NISS,A2S,4DR,BLU,,Tuesday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,9/15/2020 5:00:00 AM,9/15/2020 5:00:00 AM,2020,"DALY AVE, WALLER ST",Central,5050050.00,Morning,Stéphanie Plante,1400,1000,368341.3729,5032119.4445
2002,2017,TOYT,HIG,4DR,GRY,,Monday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,9/15/2020 5:00:00 AM,9/14/2020 5:00:00 AM,2020,"APPLE LEAF WAY, SILVER PINES CRES, BRETTON PL",East,5050125.06,Evening,Catherine Kitts,1400,2200,380555.3449,5033450.1608
2003,2012,HOND,CRV,CARRY,BLU,,Monday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,9/15/2020 5:00:00 AM,9/14/2020 5:00:00 AM,2020,"ALTA VISTA DR, EDGE HILL PL",East,5050005.00,Evening,Marty Carr,1200,1800,370372.9707,5026292.4783
2004,2014,TOYT,COA,4DR,SIL,,Monday,Y,Crystal Bay - Lakeview Park,Ward 7 - Bay,Sector 14,9/15/2020 5:00:00 AM,9/14/2020 5:00:00 AM,2020,"CRYSTAL BEACH DR, LEEMING DR N",West,5050139.00,Afternoon,Theresa Kavanagh,900,1600,356986.8505,5023679.5044
2005,2019,VOLK,JET,4DR,WHI,,Wednesday,Y,Iris,Ward 8 - College,Sector 15,9/15/2020 5:00:00 AM,8/12/2020 5:00:00 AM,2020,"MCWATTERS RD,THORSON AVE",West,5050027.00,Morning,Laine Johnson,900,900,360750.8698,5022779.4973
2006,2018,TOYT,4RN,CARRY,BLU,,Wednesday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,9/16/2020 5:00:00 AM,9/16/2020 5:00:00 AM,2020,"BELCOURT BLVD, TOULOUSE CRES",East,5050125.05,Morning,Laura Dudas,900,800,381630.3727,5036478.9864
2007,2006,,400,,DGR,,Wednesday,N,Bells Corners East,Ward 8 - College,Sector 15,9/16/2020 5:00:00 AM,9/16/2020 5:00:00 AM,2020,"BEXLEY PL, STAFFORD RD",West,5050136.02,,Laine Johnson,1300,,358053.8532,5021287.4836
2008,2018,NISS,SEN,4DR,BLK,,Wednesday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,9/16/2020 5:00:00 AM,9/16/2020 5:00:00 AM,2020,"BLOHM DR, FORESTGLADE CRES S, PICASSO DR",East,5050001.07,Morning,Jessica Bradley,800,800,375064.0893,5026325.6777
2009,2018,TOYT,4RN,CARRY,WHI,,Wednesday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,9/16/2020 5:00:00 AM,9/16/2020 5:00:00 AM,2020,"BRIAR AVE, RONALD AVE",East,5050006.00,Night,Marty Carr,1200,300,370944.9143,5028761.5459
2010,2017,TOYT,HIG,CARRY,BLK,,Wednesday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,9/17/2020 5:00:00 AM,9/16/2020 5:00:00 AM,2020,"MASSEY LANE, MASSEY LANE EAST",East,5050120.01,Evening,Tim Tierney,900,2100,373557.9062,5036012.6025
2011,2015,LEXS,NXT,CARRY,WHI,,Wednesday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,9/17/2020 5:00:00 AM,9/16/2020 5:00:00 AM,2020,"MASSEY LANE, MASSEY LANE EAST",East,5050120.01,Evening,Tim Tierney,800,1900,373557.9062,5036012.6025
2012,,,,,RED,1000,Thursday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,9/17/2020 5:00:00 AM,9/17/2020 5:00:00 AM,2020,"BARIBEAU ST, ETHEL ST",Central,5050104.00,Night,Stéphanie Plante,200,200,369957.3654,5033437.2315
2013,2012,FIAT,500,2DR,BLU,4000,Friday,Y,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,9/18/2020 5:00:00 AM,9/18/2020 5:00:00 AM,2020,"CLAYMOR AVE, EIFFEL AVE",West,5050020.01,Morning,Riley Brockington,800,800,366776.9001,5025595.5237
2014,2012,KIA,,VAN,GRY,12000,Saturday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,9/19/2020 5:00:00 AM,9/19/2020 5:00:00 AM,2020,"BANK ST, SOUTHKEYS SC",East,5050001.04,Evening,Jessica Bradley,200,2000,371076.4787,5024527.5742
2015,2018,LEXS,,CARRY,WHI,,Saturday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/19/2020 5:00:00 AM,9/19/2020 5:00:00 AM,2020,"MISTWELL LANE, SERENADE CRES",East,5050126.04,Night,Steve Desroches,400,300,369027.7538,5014634.7089
2016,,VOLV,,CARRY,WHI,,Saturday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,9/19/2020 5:00:00 AM,9/19/2020 5:00:00 AM,2020,"MICHAEL ST, PARISIEN ST E",East,5050122.02,Night,Tim Tierney,0,0,372857.917,5031357.5634
2017,2013,MERZ,ML6,CARRY,WHI,,Saturday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/19/2020 5:00:00 AM,9/19/2020 5:00:00 AM,2020,"NOBLESSE AVE N, BARONESS DR",West,5050141.08,Morning,Wilson Lo,800,800,367271.6145,5016890.483
2018,2018,LEXS,RX3,CARRY,WHI,,Saturday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,9/20/2020 5:00:00 AM,9/19/2020 5:00:00 AM,2020,"SPRING VALLEY DR, KNOTRIDGE ST",East,5050125.06,Evening,Catherine Kitts,1300,2200,381974.4906,5032499.473
2019,2014,JEEP,GCH,CARRY,WHI,,Saturday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/20/2020 5:00:00 AM,9/19/2020 5:00:00 AM,2020,"BRUYERE ST, CUMBERLAND ST",Central,5050055.00,Evening,Stéphanie Plante,1400,2300,367999.896,5032960.5863
2020,2017,HYUN,SSE,4DR,GRY,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,9/21/2020 5:00:00 AM,9/21/2020 5:00:00 AM,2020,"NEPEAN ST, BANK ST",Central,5050038.00,Evening,Ariel Troster,200,2300,367563.7272,5031133.0582
2021,2018,CHEV,CRU,4DR,GRY,,Monday,Y,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,9/21/2020 5:00:00 AM,9/21/2020 5:00:00 AM,2020,"ROUNDLEAF WAY, SQUASHBERRY LANE",West,5050162.02,Night,Glen Gower,900,100,352682.2635,5015926.6106
2022,2001,PONT,SFS,4DR,RED,,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,9/22/2020 5:00:00 AM,9/22/2020 5:00:00 AM,2020,"CARTIER ST, LISGAR ST",Central,5050048.00,Evening,Ariel Troster,200,2200,368226.8989,5031436.5715
2023,,,,,,,Monday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,9/22/2020 5:00:00 AM,9/21/2020 5:00:00 AM,2020,"COLUMBUS AVE, LOLA ST",Central,5050013.00,Evening,Rawlson King,1000,1800,371106.9083,5032264.5742
2024,2001,HOND,ACC,4DR,SIL,,Sunday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,9/22/2020 5:00:00 AM,9/20/2020 5:00:00 AM,2020,"HILDA ST, ARMSTRONG ST",Central,5050046.00,Evening,Jeff Leiper,1500,2100,365628.8922,5029930.5608
2025,2014,HYUN,ACC,4DR,WHI,,Tuesday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,9/23/2020 5:00:00 AM,9/22/2020 5:00:00 AM,2020,"ARBOURWOOD DR E, RANCHWOOD WAY E",East,5050125.09,Afternoon,Laura Dudas,1300,1600,380582.9399,5034515.5618
2026,2015,,,PICKUP,BLK,,Wednesday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,9/23/2020 5:00:00 AM,9/23/2020 5:00:00 AM,2020,"AUBRAIS CR, LAMARCHE AVE",East,5050125.06,Morning,Catherine Kitts,600,600,381342.3912,5034149.8967
2027,2019,KUBO,,OTHER,ONG,,Wednesday,N,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,9/23/2020 5:00:00 AM,9/23/2020 5:00:00 AM,2020,"AMBERWOOD CRES, PRINCE OF WALES DR",West,5050130.01,Night,Sean Devine,1000,100,367435.9037,5020646.4835
2028,2019,LEXS,,CARRY,GRY,,Wednesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,9/24/2020 5:00:00 AM,9/23/2020 5:00:00 AM,2020,"GOLDRIDGE DR, HEMLO CRES S",West,5050160.03,Evening,Cathy Curry,800,1900,350022.2786,5019352.6072
2029,2014,JEEP,,CARRY,BLK,,Friday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,9/25/2020 5:00:00 AM,9/25/2020 5:00:00 AM,2020,"LANCASTER RD, WALKLEY RD",East,5050011.01,Evening,Marty Carr,200,2200,374908.3806,5028603.5324
2030,2011,KIA,SOR,CARRY,BLU,,Wednesday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,9/25/2020 5:00:00 AM,9/23/2020 5:00:00 AM,2020,"ST. LAURENT BLVD, ST. LAURENT BLVD SERVICE",East,5050010.00,Evening,Marty Carr,1600,1800,373498.924,5029148.5448
2031,2012,MAZD,M3,4DR,BLU,,Thursday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,9/25/2020 5:00:00 AM,9/24/2020 5:00:00 AM,2020,"BOISDALE WALK, VALLIER WAY",East,5050171.09,Evening,Catherine Kitts,1100,2300,385704.6411,5034684.9696
2032,2016,TOYT,4RN,CARRY,WHI,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/26/2020 5:00:00 AM,9/25/2020 5:00:00 AM,2020,"RIVERSEDGE CRES S, TEWSLEY DR",East,5050126.05,Evening,Steve Desroches,1100,2200,367632.7876,5015459.9705
2033,2018,LEXS,GX6,CARRY,WHI,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/26/2020 5:00:00 AM,9/25/2020 5:00:00 AM,2020,"BORBRIDGE AVE, EARNSCLIFFE GROVE, STARGAZER CRES",East,5050126.04,Evening,Steve Desroches,1200,2200,367964.1864,5014044.4646
2034,2015,CHEV,,CARRY,WHI,,Sunday,Y,Orléans Central,Ward 2 - Orléans West-Innes,Sector 31,9/27/2020 5:00:00 AM,9/27/2020 5:00:00 AM,2020,"AXMINSTER CRT, AXMINSTER CRT",East,5050124.01,Night,Laura Dudas,100,100,380568.8521,5037272.9493
2035,2019,LEXS,,CARRY,SIL,,Sunday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/28/2020 5:00:00 AM,9/27/2020 5:00:00 AM,2020,"MATTINGLY WAY, TENNANT WAY",East,5050126.04,Evening,Steve Desroches,1400,1900,367855.3075,5014437.0974
2036,2016,TOYT,4RN,CARRY,GRY,,Sunday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/28/2020 5:00:00 AM,9/27/2020 5:00:00 AM,2020,"BERRY GLEN ST, WILLOW CREEK CIRC",West,5050141.13,Evening,Wilson Lo,900,2100,366661.8067,5014379.6585
2037,2016,HOND,CIV,4DR,WHI,,Friday,N,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,9/28/2020 5:00:00 AM,9/25/2020 5:00:00 AM,2020,"CLAIBORNE WAY, CLAIBORNE WAY, CLAIBORNE WAY",East,5050170.04,Evening,Laura Dudas,900,2100,382395.7088,5036306.3292
2038,2019,TOYT,4RN,CARRY,BLK,55000,Monday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/28/2020 5:00:00 AM,9/28/2020 5:00:00 AM,2020,"BORBRIDGE AVE, GUERNSEY PL, STARGAZER CRES",East,5050126.04,Morning,Steve Desroches,700,700,368048.3505,5014074.8306
2039,2020,LEXS,RXH,CARRY,GRY,,Tuesday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,9/29/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"CAMBIOR CRES, GOLDRIDGE DR N",West,5050160.03,Morning,Cathy Curry,1900,900,349691.5987,5019730.4322
2040,2019,LEXS,RX5,CARRY,SIL,,Tuesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"HOT SPRINGS WAY, GREEN GABLES LANE W",East,5050126.06,Evening,Steve Desroches,1200,1900,368444.7044,5015317.6913
2041,2018,LEXS,DZG,4DR,WHI,50000,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/30/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"VERSILIA DR, FLODDEN WAY W",West,5050141.09,Morning,Wilson Lo,700,700,367211.3416,5016321.4382
2042,,TOYT,HIG,CARRY,WHI,,Wednesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/30/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"CRYSTAL RIDGE PL, SABLE RIDGE DR",East,5050123.02,Night,Jessica Bradley,1100,200,372687.6719,5024293.6095
2043,2018,TOYT,HIG,CARRY,GRY,,Tuesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"CRYSTAL RIDGE PL, SABLE RIDGE DR",East,5050123.02,Evening,Jessica Bradley,1400,2000,372687.6719,5024293.6095
2044,2020,FORD,F35,PICKUP,WHI,,Tuesday,N,Centretown,Ward 14 - Somerset,Sector 23,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"GLADSTONE AVE, KENT ST",Central,5050039.00,Evening,Ariel Troster,1200,2000,367747.1483,5030459.9105
2045,2017,LEXS,,CARRY,GRY,34000,Wednesday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,9/30/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"MAYWOOD ST, NERTA ST",East,5050010.00,Morning,Marty Carr,700,700,373882.9269,5028680.5408
2046,2009,GMC,SIE,PICKUP,RED,,Tuesday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/30/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"KNOXDALE RD, CREMONA CRES",West,5050135.03,Morning,Sean Devine,1700,1000,362333.8777,5021206.4846
2047,2011,BMW,BX5,CARRY,BLK,,Wednesday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,10/1/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"BEAUSEJOUR DR, CHAMPNEUF DR",East,5050125.05,Afternoon,Laura Dudas,1900,1200,381546.9398,5036131.5683
2048,2015,TOYT,,CARRY,BLK,,Friday,N,Centrepointe,Ward 8 - College,Sector 15,10/2/2020 5:00:00 AM,10/2/2020 5:00:00 AM,2020,"MAPLE VIEW CRES  , MEADOW GLADE GDN E",West,5050137.05,Morning,Laine Johnson,800,800,362638.8796,5022223.4943
2049,,TREX,PT75,OTHER,WHI,,Wednesday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,10/2/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"FOURTH LINE RD, LOCKHEAD RD",West,5050200.02,Evening,David Brown,1300,2000,367864.856,4997790.2743
2050,2015,CHEV,,CARRY,WHI,,Friday,Y,Orléans Central,Ward 2 - Orléans West-Innes,Sector 31,10/2/2020 5:00:00 AM,10/2/2020 5:00:00 AM,2020,"AXMINSTER CRT, AXMINSTER CRT",East,5050124.01,Afternoon,Laura Dudas,1600,1600,380568.8521,5037272.9493
2051,2015,HYUN,,CARRY,RED,,Saturday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,10/3/2020 5:00:00 AM,10/3/2020 5:00:00 AM,2020,"COPPERWOOD ST, ROCKY RIDGE CRT",East,5050124.02,Evening,Laura Dudas,1800,1800,380697.62,5038241.6619
2052,2011,NISS,MAX,4DR,SIL,,Friday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,10/3/2020 5:00:00 AM,10/2/2020 5:00:00 AM,2020,"ARROWSMITH DR, JASMINE CRES",East,5050121.02,Evening,Tim Tierney,1900,1800,375537.9207,5033652.5739
2053,,,,,BLK,,Wednesday,N,West Centertown,Ward 17 - Capital,Sector 22,10/3/2020 5:00:00 AM,9/30/2020 5:00:00 AM,2020,"BELL ST S, POWELL AVE",Central,5050035.00,Evening,Shawn Menard,1300,2000,367200.899,5029384.5548
2054,,,,,BLK,,Tuesday,N,West Centertown,Ward 14 - Somerset,Sector 22,10/3/2020 5:00:00 AM,9/29/2020 5:00:00 AM,2020,"BOOTH ST, ECCLES ST",Central,5050041.00,,Ariel Troster,1300,,366623.895,5030185.5618
2055,,,,MOTO,BLK,,Thursday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,10/4/2020 5:00:00 AM,10/1/2020 5:00:00 AM,2020,"RIDEAU ST, 88 W OF WILLIAM ST, FREIMAN MALL",Central,5050054.00,Afternoon,Stéphanie Plante,1900,1200,368025.3257,5032109.1364
2056,2010,MERZ,GK3,CARRY,GRY,,Sunday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,10/4/2020 5:00:00 AM,10/4/2020 5:00:00 AM,2020,"HOWICK PL, REGENT ST",Central,5050018.00,Afternoon,Shawn Menard,1300,1200,368554.9038,5029403.554
2057,,,,,BLK,,Saturday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,10/4/2020 5:00:00 AM,10/3/2020 5:00:00 AM,2020,"APPLE TREE LANE, RIVIERA DR",East,5050060.00,Afternoon,Rawlson King,1400,1300,371441.1293,5034471.237
2058,2020,BMW,330I,4DR,WHI,,Tuesday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,10/6/2020 5:00:00 AM,9/15/2020 5:00:00 AM,2020,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,,Jessica Bradley,1400,,370343.1152,5020748.3233
2059,2018,DODG,R15,PICKUP,WHI,,Monday,Y,Ottawa South,Ward 17 - Capital,Sector 22,10/6/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"AVENUE RD, GLENVIEW AVE",Central,5050016.00,Evening,Shawn Menard,1700,2100,369382.9078,5029154.551
2060,2016,LEXS,RX5,CARRY,WHI,33000,Tuesday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,10/6/2020 5:00:00 AM,10/6/2020 5:00:00 AM,2020,"DEEVY ST, GLACIER ST",West,5050140.05,Night,David Hill,800,300,363422.8762,5015491.4366
2061,2019,LEXS,RX5,CARRY,WHI,,Monday,Y,Centrepointe,Ward 8 - College,Sector 15,10/6/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"MAPLE VIEW CRES , MEADOW GLADE GDN W",West,5050137.05,Evening,Laine Johnson,900,2100,362497.8785,5022103.4925
2062,2013,GMC,SRA,PICKUP,WHI,,Tuesday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,10/6/2020 5:00:00 AM,10/6/2020 5:00:00 AM,2020,"MANN AVE, CHAPEL ST, CHAPEL CRES",Central,5050051.00,Afternoon,Stéphanie Plante,1700,1500,369551.9037,5031551.5714
2063,2009,NISS,SEN,4DR,RED,,Monday,Y,Britannia Village,Ward 7 - Bay,Sector 14,10/6/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"ASSALY RD, RICHMOND RD",West,5050030.00,Afternoon,Theresa Kavanagh,1400,1700,360729.8721,5025527.5218
2064,2009,KIA,SPT,CARRY,BRN,,Wednesday,Y,Hunt Club East - Western Community,Ward 10 - Gloucester-Southgate,Sector 35,10/7/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"DOWNPATRICK RD, WYMAN PL",East,5050127.00,Morning,Jessica Bradley,700,700,370564.9182,5023235.5048
2065,2020,FORD,COF,PICKUP,BLK,,Wednesday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,10/7/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"BLAKE BLVD, LAFONTAINE AVE",Central,5050100.00,Morning,Stéphanie Plante,800,700,370940.9054,5033036.5823
2066,2018,LEXS,,CARRY,WHI,,Thursday,N,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,10/8/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,EDENVALE DR,West,5050160.06,Night,Cathy Curry,1100,200,352295.9994,5020134.695
2067,2017,LEXS,RX3,CARRY,GRY,,Wednesday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,10/8/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"PINEVIEW RD, VANSTONE DR",West,5050160.04,Evening,Allan Hubley,400,2200,353004.8162,5018785.4613
2068,2019,LEXS,NXT,CARRY,GRY,,Wednesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,10/8/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"STONECROFT TER, STONECROFT TER",West,5050160.07,Evening,Cathy Curry,900,2300,351303.6544,5019745.7941
2069,,,,OTHER,BLU,2000,Tuesday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,10/8/2020 5:00:00 AM,10/6/2020 5:00:00 AM,2020,"CLARENCE ST, SUSSEX DR",Central,5050054.00,Morning,Stéphanie Plante,1900,800,367753.8233,5032322.2841
2070,2003,HOND,ACC,4DR,BGE,2000,Thursday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,10/8/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,"NORTH RIVER RD, SELKIRK ST",Central,5050101.00,Morning,Stéphanie Plante,1700,600,369784.9664,5032758.0503
2071,,,,,,,Sunday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,10/9/2020 5:00:00 AM,10/4/2020 5:00:00 AM,2020,,Central,5050101.00,Evening,Stéphanie Plante,1900,1800,369717.3927,5032955.3631
2072,2020,LEXS,NX3,CARRY,WHI,,Thursday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,10/9/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,"AUTUMNFIELD ST, COLDWATER CRES, MEADOWBREEZE DR",West,5050161.06,Evening,Allan Hubley,900,2300,355730.1456,5015053.7599
2073,2018,TOYT,HIG,CARRY,GRY,44000,Thursday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,10/9/2020 5:00:00 AM,10/8/2020 5:00:00 AM,2020,"BARONESS DR, HOLITZNER WAY S",West,5050141.08,Evening,Wilson Lo,800,1800,366832.9817,5017014.743
2074,2016,CHEV,CRU,4DR,BLU,15000,Wednesday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,10/9/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"SPADINA AVE, WELLINGTON ST",Central,5050046.00,Afternoon,Jeff Leiper,200,1200,365691.9224,5029904.571
2075,2017,TOYT,HIG,CARRY,BLK,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,10/9/2020 5:00:00 AM,10/9/2020 5:00:00 AM,2020,"ARDMORE ST, EARNSCLIFFE GROVE",East,5050126.04,Night,Steve Desroches,300,300,367931.9335,5014180.3997
2076,2018,LEXS,NXT,CARRY,BLU,,Friday,Y,Bridlewood - Emerald Meadows,Ward 21 - Rideau-Jock,Sector 13,10/9/2020 5:00:00 AM,10/9/2020 5:00:00 AM,2020,"EAGLESON RD, FALLOWFIELD RD",West,5050151.09,Night,David Brown,300,300,355961.8215,5012593.4063
