OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
7467,2003,FORD,F35,PICKUP,BLU,,Thursday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,8/24/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"BILBERRY DR W, JEANNE D'ARC BLVD",East,5050124.02,Morning,Laura Dudas,700,700,380448.9262,5038398.5929
7468,2020,TOYT,,CARRY,RED,40000,Friday,N,Blackburn Hamlet,Ward 2 - Orléans West-Innes,Sector 31,6/9/2023 5:00:00 AM,6/9/2023 5:00:00 AM,2023,"PARKRIDGE CRES N, WESTPARK DR N",East,5050125.01,Morning,Laura Dudas,600,600,377261.9284,5033491.567
7469,2019,TOYT,RAV,CARRY,WHI,25000,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/22/2023 5:00:00 AM,3/22/2023 5:00:00 AM,2023,"ASHBOURNE CRES,GOLDWOOD PRIV",West,5050141.15,Night,David Hill,800,100,365305.3559,5013139.2939
7470,2021,TOYT,HIG,CARRY,WHI,,Thursday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/24/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"SHADEHILL CRES, EDGEFIELD TER N",West,5050141.15,Night,David Hill,300,300,365771.4109,5012407.3009
7471,2012,VOLV,XC6,CARRY,BLK,,Friday,Y,Woodroffe - Lincoln Heights,Ward 7 - Bay,Sector 14,6/9/2023 5:00:00 AM,6/9/2023 5:00:00 AM,2023,"AMBLESIDE DR, MCEWEN AVE",West,5050031.00,Afternoon,Theresa Kavanagh,1700,1400,361031.0296,5025990.1465
7472,2013,,,OTHER,BLK,8000,Thursday,N,Galetta,Ward 5 - West Carleton-March,Sector 11,3/23/2023 5:00:00 AM,3/23/2023 5:00:00 AM,2023,"OTTAWA ROAD 29,SHAW RD",West,5050301.00,Evening,Clarke Kelly,1900,1800,318994.6393,5027165.6408
7473,2023,MERZ,SPR,,WHI,,Friday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 16 - River,Sector 34,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"AIRPORT PKY NB OFF RAMP, TRANSITWAY",East,5050001.01,Night,Riley Brockington,600,400,370190.9154,5025638.5225
7474,2022,TOYT,RAV,CARRY,GRY,,Thursday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,6/9/2023 5:00:00 AM,6/8/2023 5:00:00 AM,2023,"SHANEL PL, TRIPP CRES",West,5050140.06,Evening,David Hill,300,2100,362980.8753,5016477.4443
7475,2017,AUDI,CQ7,CARRY,BLU,,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,3/23/2023 5:00:00 AM,3/22/2023 5:00:00 AM,2023,"CASABELLA DR, RENAISSANCE DR N",East,5050171.07,Evening,Catherine Kitts,1300,2000,384496.0363,5036375.3112
7476,2014,CHEV,SIL,PICKUP,RED,,Tuesday,N,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,8/25/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"BOYD AVE, DOHENY ST, KERR AVE",West,5050025.00,Evening,Theresa Kavanagh,1100,1900,363431.8846,5026633.5317
7477,2021,MITS,RVR,4DR,BLK,,Friday,Y,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,6/9/2023 5:00:00 AM,6/9/2023 5:00:00 AM,2023,"HATFIELD CRES, TAMMY ST",East,5050170.03,Night,Matthew Luloff,200,200,383175.9426,5037591.571
7478,2018,,,PICKUP,BLK,,Friday,Y,North Gower,Ward 21 - Rideau-Jock,Sector 12,3/24/2023 5:00:00 AM,3/24/2023 5:00:00 AM,2023,"DOCTOR BLAIR CRES E, SHELLSTAR DR E",West,5050200.02,Morning,David Brown,800,800,365657.8452,5000053.2921
7479,2021,,RAV,4DR,BLK,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"SALAMANDER WAY,ESCAPADE PRIV",East,5050126.03,Morning,Steve Desroches,700,700,375958.8575,5019461.1458
7480,2021,TOYT,RAV4,CARRY,GRN,,Saturday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,6/10/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"ALBERNI ST E, SUNRIDGE LANE E",West,5050140.05,Morning,David Hill,600,600,363507.8773,5015536.4366
7481,2022,TOYT,RAV,CARRY,BLK,,Saturday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"GORDON ST, NEWTON ST",Central,5050019.00,Morning,Shawn Menard,600,600,367815.9019,5028890.55
7482,2021,FORD,CTV,VAN,WHI,,Saturday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,6/10/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"INNES PARK WAY, SHEFFIELD RD",East,5050011.01,Evening,Marty Carr,200,2200,374097.924,5030491.5536
7483,2015,TOYT,RV4,CARRY,BLK,,Thursday,N,Hunt Club East - Western Community,Ward 10 - Gloucester-Southgate,Sector 35,8/25/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"DOWNPATRICK RD, WYMAN CRES",East,5050127.00,Evening,Jessica Bradley,1000,2100,370547.9182,5023299.5048
7484,2021,JEEP,WUL,CARRY,RED,60000,Friday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,3/25/2023 5:00:00 AM,3/24/2023 5:00:00 AM,2023,"GATESHEAD AVE, WESTMEATH CRES S",West,5050160.10,Evening,Cathy Curry,600,2000,349461.4478,5023575.688
7485,2012,HOND,,4DR,WHI,,Saturday,Y,Carson Grove - Carson Meadows,Ward 13 - Rideau-Rockcliffe,Sector 32,6/10/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"DEN HAAG , 160M EAST OF CARSON RD",East,5050062.01,Night,Rawlson King,500,500,373181.7514,5033841.5605
7486,2021,TOYT,GBL,CARRY,WHI,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"KELLY FARM DR,SALAMANDER WAY",East,5050126.03,Night,Steve Desroches,800,500,375776.701,5019213.8101
7487,2020,JEEP,WRG,CARRY,BLK,,Saturday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"ESPLANADE AVE S, THICKET WAY S",East,5050170.08,Morning,Matthew Luloff,900,700,384687.9533,5036559.5552
7488,2013,SUBA,IMP,STWGN,WHI,,Monday,Y,Carlington,Ward 16 - River,Sector 21,6/10/2023 5:00:00 AM,6/5/2023 5:00:00 AM,2023,"CHEVRIER ST, SUMMERVILLE AVE",Central,5050021.00,Evening,Riley Brockington,1900,1900,365620.0871,5026901.1204
7489,2011,CHEV,CRU,4DR,SIL,,Friday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,8/25/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"CARDEVCO RD, RICHARDSON SIDE RD",West,5050300.00,Afternoon,Clarke Kelly,1400,1200,345937.7563,5016908.4588
7490,2018,HYUN,ESM,4DR,GRY,18000,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/25/2023 5:00:00 AM,3/24/2023 5:00:00 AM,2023,"TROUT PRIV,WALLEYE PRIV",West,5050141.15,Evening,David Hill,1100,2200,363847.6935,5012523.3312
7491,2014,NISS,MUR,CARRY,WHI,,Saturday,N,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,6/10/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"LAURIE CRT, SHELDRAKE DR",West,5050162.02,Night,Allan Hubley,400,400,353220.812,5016503.4416
7492,2021,GMC,,CARRY,BLK,75000,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"GOLFLINKS DR, BENTGRASS GR, SHAWGLEN WAY",West,5050141.04,Morning,David Hill,700,700,365665.5668,5013362.4588
7493,2001,TOYT,ECH,4DR,SIL,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"MACLAREN ST, O'CONNOR ST",Central,5050038.00,Afternoon,Ariel Troster,1500,1400,367901.3791,5030940.4637
7494,2009,SUZI,GVT,CARRY,BLK,,Saturday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/10/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"ELMSMERE RD, ELMSMERE RD S",East,5050121.01,Evening,Tim Tierney,200,2300,374954.9168,5034206.5809
7495,2020,TOYT,RAV,CARRY,GRY,,Friday,N,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CRAIG HENRY DR, KNOXDALE RD",West,5050135.03,Night,Sean Devine,1600,300,363116.8814,5021654.4895
7496,2022,HOND,UDY,CARRY,GRY,,Saturday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"DAZE ST, 200 W OF BANK ST, SOUTHKEYS SC",East,5050001.04,Afternoon,Jessica Bradley,1600,1600,371199.6906,5024141.6991
7497,2021,TOYT,RAV,CARRY,WHI,,Saturday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,6/10/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"BOURNE ST, LIMA WAY",West,5050140.04,Morning,David Hill,700,700,362655.8703,5014700.4276
7498,2019,NISS,ALT,4DR,RED,,Friday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"PALINGS PRIV, MILLSTREAM WAY",East,5050123.01,Evening,Jessica Bradley,800,1900,371343.8851,5023581.9658
7499,2019,NISS,PTH,,SIL,,Saturday,N,Orléans Chatelaine Village,Ward 1 - Orléans East-Cumberland,Sector 31,6/11/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,CHAMPLAIN ST,East,5050170.01,Evening,Matthew Luloff,1000,2000,381436.1484,5038582.4443
7500,2023,JEEP,WAG,CARRY,BLK,,Saturday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"HIGHWAY 417, HWY 417 ST.LAURE IC115R36",East,5050011.01,Morning,Marty Carr,600,600,372023.9134,5031472.5664
7501,2016,GMC,SAVA,OTHER,WHI,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CARTIER ST, DELAWARE AVE",Central,5050037.00,Afternoon,Ariel Troster,1200,1600,368556.9019,5030904.5666
7502,2021,TOYT,RAV,CARRY,GRY,40000,Sunday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,6/11/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"BENOIT ST, FRANK BENDER ST",East,5050125.08,Morning,Laura Dudas,900,900,381942.9428,5035705.5634
7503,2020,JEEP,HJG,CARRY,RED,,Saturday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"CABARET LANE, MARSALA CRES S",East,5050170.09,Afternoon,Matthew Luloff,1200,1200,383889.9474,5037139.5642
7504,2020,HOND,CIV,,BLK,,Friday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"DALHOUSIE ST, YORK ST",Central,5050054.00,Evening,Stéphanie Plante,800,1900,368093.897,5032418.5814
7505,2023,TOYT,HIG,CARRY,GRY,,Sunday,Y,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/11/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"EASTVALE DR, FILLMORE CRES E",East,5050120.02,Night,Tim Tierney,400,400,375427.913,5036048.5957
7506,2021,ACUR,RDX,CARRY,SIL,,Saturday,Y,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"ORLANDO AVE, WESMAR DR",East,5050006.00,Night,Marty Carr,1000,300,370649.9153,5027007.5333
7507,2010,FORD,COF,PICKUP,WHI,,Friday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"PAUL ANKA DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,200,1800,369457.9136,5023574.5079
7508,2021,TOYT,RAV4,,GRY,,Saturday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,6/11/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"DEEVY ST, GLACIER ST",West,5050140.05,Evening,David Hill,800,2300,363422.8762,5015491.4366
7509,2019,TOYT,RV4,CARRY,SIL,,Friday,N,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,3/25/2023 5:00:00 AM,3/24/2023 5:00:00 AM,2023,"MCCARTHY RD, SOUTHMORE DR",East,5050002.01,Evening,Riley Brockington,1500,2000,369449.9125,5024836.5167
7510,2014,ACUR,IHT,4DR,BLU,,Saturday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,8/26/2023 5:00:00 AM,8/26/2023 5:00:00 AM,2023,"FOREST HEIGHTS AVE, STITT ST",West,5050151.04,Afternoon,Glen Gower,1500,1500,349658.7767,5013377.4223
7511,2001,FORD,FOC,4DR,BRNGLD,,Sunday,N,Briar Green - Leslie Park,Ward 8 - College,Sector 15,6/11/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"BASELINE RD, JOHN SUTHERLAND DR, VALLEY STREAM DR",West,5050137.02,Afternoon,Laine Johnson,1600,1300,359312.5251,5021784.6986
7512,,STEA,COBR,,BLK,30000,Friday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,3/25/2023 5:00:00 AM,3/24/2023 5:00:00 AM,2023,"CHURCH ST, LENIDA DR S",West,5050200.02,Evening,David Brown,800,2000,366225.8462,4998644.2794
7513,2022,TOYT,HIG,CARRY,GRY,,Friday,Y,Civic Hospital-Central Park,Ward 16 - River,Sector 21,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CEDAR PARK ST, WHITESTONE DR",Central,5050023.02,Evening,Riley Brockington,900,2000,364418.0134,5025857.5238
7514,2022,RAM,DUR,PICKUP,BLK,,Sunday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 17 - Capital,Sector 34,6/12/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"WESTVALLEY PRIV S, GLENHAVEN PRIV",East,5050005.00,Evening,Shawn Menard,1400,2300,370180.1483,5025907.8825
7515,2021,CHEV,,PICKUP,RED,,Saturday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"MADELEINE MEILLEUR PRIV, MADELEINE MEILLEUR PRIV W",Central,5050104.00,Afternoon,Stéphanie Plante,1700,1700,369668.8486,5033400.7352
7516,2013,RAM,RTR,PICKUP,BRN,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CALAVERAS AVE, PLUMAS GT",West,5050141.11,Evening,Wilson Lo,200,2100,364800.1401,5015757.5814
7517,2021,TOYT,RV4,CARRY,BLK,,Monday,N,Ottawa South,Ward 17 - Capital,Sector 22,6/12/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"BELGRAVE RD, ONSLOW CRES",Central,5050016.00,Night,Shawn Menard,1200,200,369696.7666,5029730.5139
7518,2023,INFI,,4DR,BLK,,Saturday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,8/27/2023 5:00:00 AM,8/26/2023 5:00:00 AM,2023,"GREENRIDGE ST, HENRI LAUZON ST",East,5050125.07,Evening,Laura Dudas,700,2200,380455.3921,5036432.3973
7519,2021,LEXS,LSL,4DR,BLK,,Sunday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"BARBERRY LANE, LANCASTER RD",East,5050011.01,Morning,Marty Carr,700,700,374694.4123,5028956.5622
7520,2023,TOYT,RAV,CARRY,BLK,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,6/12/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"BRISTOL AVE, FENTIMAN AVE",Central,5050016.00,Evening,Shawn Menard,700,1900,369313.7787,5028774.3009
7521,2020,JEEP,WUL,CARRY,WHI,,Saturday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,3/25/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"BEAMISH CRES N, FLAMBOROUGH WAY",West,5050160.10,Night,Cathy Curry,1000,300,349290.803,5023246.5017
7522,2022,THOR,CHAT,CAMP,WHI,,Sunday,Y,Vars,Ward 20 - Osgoode,Sector 37,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"ROCKDALE RD, RUSSLAND RD, HIGHWAY LANE",East,5050171.03,Night,George Darouze,1100,500,395331.0669,5022983.4451
7523,2001,PTRB,CON,,WHI,,Saturday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,6/12/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"CARDEVCO RD, WESCAR LANE",West,5050300.00,Evening,Clarke Kelly,1100,2200,345813.7552,5017051.4599
7524,2018,NISS,ROS,,BLK,,Saturday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,3/26/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"NOREN AVE N, GRENON AVE N",West,5050028.00,Afternoon,Theresa Kavanagh,1500,1700,359890.4782,5023985.3401
7525,,DODG,RPC,PICKUP,BLK,,Sunday,Y,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CUMMINGS AVE, QUEBEC ST",East,5050061.00,,Rawlson King,1200,,372247.9093,5033431.5822
7526,2013,HYUN,SLI,4DR,WHI,,Friday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/12/2023 5:00:00 AM,6/9/2023 5:00:00 AM,2023,"JUNE CRT, ZIEGLER ST",East,5050125.06,Evening,Catherine Kitts,1300,1800,381241.1488,5032465.626
7527,2005,CHEV,SIL,PICKUP,GRY,,Saturday,Y,Briar Green - Leslie Park,Ward 8 - College,Sector 15,3/26/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"HARRISON ST, MONTEREY DR",West,5050027.00,Evening,Laine Johnson,1100,2300,360530.869,5022373.4943
7528,2002,TOYT,RAV,CARRY,RED,5000,Monday,Y,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,8/28/2023 5:00:00 AM,8/28/2023 5:00:00 AM,2023,"BARCLAY RD, EASTBOURNE AVE",Central,5050059.00,Night,Rawlson King,500,500,370933.8997,5035075.6008
7529,2021,HOND,UDY,CARRY,SIL,,Sunday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/12/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"FILLMORE CRES, MONSON CRES S",East,5050120.02,Evening,Tim Tierney,1700,2200,375501.9129,5036076.5956
7530,2021,JEEP,WRG,CARRY,WHI,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/26/2023 5:00:00 AM,3/26/2023 5:00:00 AM,2023,"DEVARIO CRES, ENSATINA CRES, FAMEFLOWER ST",West,5050141.15,Night,David Hill,1100,0,364456.1048,5011666.7193
7531,2016,CAMI,CL2,CARRY,BLK,25000,Friday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,8/28/2023 5:00:00 AM,8/18/2023 5:00:00 AM,2023,"HERITAGE MAPLE WAY, OLMSTEAD ST",Central,5050100.00,Afternoon,Stéphanie Plante,1200,1200,370468.3636,5032866.7972
7532,2023,JEEP,WRG,CARRY,GRN,,Tuesday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,6/13/2023 5:00:00 AM,6/13/2023 5:00:00 AM,2023,"GEOFFREY ST, HILSON AVE",Central,5050033.02,Night,Jeff Leiper,1100,100,364038.2736,5028327.3041
7533,2015,LNDR,RRV,CARRY,WHI,70000,Saturday,N,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,3/26/2023 5:00:00 AM,3/25/2023 5:00:00 AM,2023,"CITY PARK DR, 170M SOUTH OF OGILVIE RD",East,5050122.03,Evening,Tim Tierney,0,2100,374266.91,5032842.071
7534,2017,GMC,SIE,PICKUP,WHI,,Monday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,8/28/2023 5:00:00 AM,8/28/2023 5:00:00 AM,2023,"BOUNDARY RD, BOUNDARY RD",East,5050190.01,Morning,George Darouze,1200,1000,389016.023,5019728.455
7535,2011,MAZD,M3I,,RED,,Tuesday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,6/13/2023 5:00:00 AM,6/13/2023 5:00:00 AM,2023,"INNES RD, 215 W OF CYRVILLE RD, HOME DEPOT W",East,5050122.02,Evening,Tim Tierney,1800,1800,374866.4735,5031003.3358
7536,2021,RAM,RPR,,SIL,,Friday,Y,Richmond,Ward 21 - Rideau-Jock,Sector 12,3/27/2023 5:00:00 AM,3/24/2023 5:00:00 AM,2023,"GRASSENDALE PRIV, CHESTNUT GREEN PRIV",West,5050151.03,Afternoon,David Brown,1000,1700,356450.4541,5006294.0773
7537,2018,HOND,UCL,4DR,SIL,,Monday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/13/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"SHORELINE DR, SCHOONER CRES E, SUGAR MAPLE DR E",East,5050126.05,Evening,Steve Desroches,700,2000,368242.7954,5015170.8083
7538,2010,TOYT,CBL,4DR,GRY,6500,Sunday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,8/28/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"SOUTHDOWN CRT, SOUTHDOWN CRT, SOUTHDOWN CRT",East,5050123.01,Evening,Jessica Bradley,600,2200,371636.2964,5023301.6012
7539,2015,HYUN,EGT,4DR,WHI,,Monday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/13/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"GLADSTONE AVE, ROCHESTER ST",Central,5050042.00,Evening,Ariel Troster,1000,2000,366662.8962,5029786.5589
7540,2020,,,,GRY,,Monday,N,Bayshore,Ward 7 - Bay,Sector 14,3/27/2023 5:00:00 AM,3/27/2023 5:00:00 AM,2023,"CARLING AVE, KEMPSTER AVE, FAMOUS PLAYERS THEATRE",West,5050138.00,,Theresa Kavanagh,,,359210.8633,5024118.5092
7541,2023,GMC,YUK,CARRY,BLK,,Sunday,N,Bells Corners East,Ward 8 - College,Sector 15,8/28/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CEDARBANK AVE, HARWICK CRES W",West,5050136.01,Evening,Laine Johnson,700,2000,357684.8494,5020215.4737
7542,2021,JEEP,WRG,CARRY,RED,,Monday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,6/13/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"BURLINGTON CRES W, HUNTERSFIELD DR W",East,5050001.06,Evening,Jessica Bradley,700,2200,373275.9289,5025236.5176
7543,2022,HOND,CRV,CARRY,GRY,,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,3/28/2023 5:00:00 AM,3/28/2023 5:00:00 AM,2023,"COVENTRY RD, 230 W OF ST. LAURENT BLVD, ST. LAURENT SC EAST",Central,5050012.00,Afternoon,Rawlson King,1200,1200,372080.927,5031932.4512
7544,,ETRI,COMM,OTHER,GRN,,Tuesday,N,Orléans Central,Ward 1 - Orléans East-Cumberland,Sector 31,8/29/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,"CENTRUM BLVD, 60M EAST OF BRISEBOIS CRES",East,5050170.10,Evening,Matthew Luloff,200,2100,382099.2865,5038276.8872
7545,2016,GMC,SIE,,BLK,,Wednesday,N,Bells Corners East,Ward 8 - College,Sector 15,6/13/2023 5:00:00 AM,6/7/2023 5:00:00 AM,2023,"KIMBERLEY RD, VIRGIL RD",West,5050136.01,Evening,Laine Johnson,100,2100,357810.8502,5020544.4767
7546,2015,UHAU,,,GRY,6000,Tuesday,Y,Vars,Ward 20 - Osgoode,Sector 37,3/28/2023 5:00:00 AM,3/28/2023 5:00:00 AM,2023,"BUCKLAND RD, FARWEL ST",East,5050171.03,Night,George Darouze,700,300,394556.0583,5024183.4549
7547,2021,FORD,ECO,CARRY,WHI,50000,Monday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,8/29/2023 5:00:00 AM,8/28/2023 5:00:00 AM,2023,"PEPPERGRASS RD, CASSIA CIRC N, SCHROEDER CRES N",East,5050171.05,Evening,Matthew Luloff,300,2300,385572.2702,5038420.1609
7548,2021,HYUN,SSE,4DR,GRY,,Wednesday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/14/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"FRANK BENDER ST, LOWES SC / 210 S OF INNES RD",East,5050125.06,Afternoon,Catherine Kitts,1300,1200,382209.0919,5035068.2296
7549,2022,TOYT,RAV,CARRY,GRY,,Sunday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,3/29/2023 5:00:00 AM,3/12/2023 5:00:00 AM,2023,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,Afternoon,Jessica Bradley,1700,1700,370343.1152,5020748.3233
7550,2019,MAZD,,,BLK,,Saturday,Y,Carlington,Ward 16 - River,Sector 21,8/29/2023 5:00:00 AM,7/15/2023 5:00:00 AM,2023,"ARCHIBALD ST, CARLING AVE",Central,5050022.00,,Riley Brockington,900,,364636.5975,5027538.5786
7551,2010,MAZD,M3,,GRY,,Wednesday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,6/14/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"DALHOUSIE ST, MURRAY ST",Central,5050054.00,Afternoon,Stéphanie Plante,1600,1600,368000.896,5032572.5825
